	f1	f2	f3	f4	f5	f6	clase
1	0.202573	0.209001	0.51156	0.179342	0.74327	1.76884	0
2	0.202573	0.209001	0.51156	0.179342	2.18315	0.516154	0
3	0.202573	0.209001	0.51156	1.06987	0.0233313	0.516154	0
4	0.202573	0.209001	0.51156	1.06987	0.0233313	1.76884	0
5	0.202573	0.209001	0.51156	1.06987	0.74327	0.516154	0
6	0.202573	0.209001	0.51156	1.06987	1.46321	0.516154	0
7	0.202573	0.209001	0.51156	1.06987	2.18315	0.516154	0
8	0.202573	0.209001	0.51156	1.9604	0.74327	0.516154	0
9	0.202573	0.209001	0.51156	1.9604	2.18315	0.516154	0
10	0.202573	0.209001	1.76011	0.179342	0.0233313	0.516154	0
11	0.202573	0.209001	1.76011	0.179342	0.0233313	1.76884	0
12	0.202573	0.209001	1.76011	1.06987	1.46321	0.516154	0
13	0.202573	0.209001	1.76011	1.06987	2.18315	0.516154	0
14	0.202573	0.209001	1.76011	1.06987	2.18315	1.76884	1
15	0.202573	0.209001	1.76011	1.9604	0.0233313	1.76884	0
16	0.202573	0.209001	1.76011	1.9604	0.74327	1.76884	1
17	0.202573	1.13031	0.51156	0.179342	0.0233313	1.76884	0
18	0.202573	1.13031	0.51156	1.06987	0.0233313	1.76884	0
19	0.202573	1.13031	0.51156	1.06987	0.74327	1.76884	1
20	0.202573	1.13031	0.51156	1.06987	1.46321	0.516154	0
21	0.202573	1.13031	0.51156	1.06987	1.46321	1.76884	1
22	0.202573	1.13031	0.51156	1.06987	2.18315	0.516154	0
23	0.202573	1.13031	0.51156	1.9604	0.0233313	0.516154	0
24	0.202573	1.13031	0.51156	1.9604	0.0233313	1.76884	0
25	0.202573	1.13031	0.51156	1.9604	0.74327	1.76884	1
26	0.202573	1.13031	0.51156	1.9604	1.46321	0.516154	0
27	0.202573	1.13031	0.51156	1.9604	1.46321	1.76884	1
28	0.202573	1.13031	0.51156	1.9604	2.18315	0.516154	0
29	0.202573	1.13031	0.51156	1.9604	2.18315	1.76884	1
30	0.202573	1.13031	1.76011	0.179342	0.74327	0.516154	0
31	0.202573	1.13031	1.76011	0.179342	2.18315	0.516154	0
32	0.202573	1.13031	1.76011	1.06987	1.46321	0.516154	1
33	0.202573	1.13031	1.76011	1.06987	2.18315	0.516154	1
34	0.202573	1.13031	1.76011	1.9604	0.0233313	0.516154	0
35	0.202573	1.13031	1.76011	1.9604	0.0233313	1.76884	1
36	0.202573	1.13031	1.76011	1.9604	1.46321	0.516154	1
37	0.202573	1.13031	1.76011	1.9604	1.46321	1.76884	0
38	0.202573	1.13031	1.76011	1.9604	2.18315	0.516154	1
39	0.202573	1.13031	1.76011	1.9604	2.18315	1.76884	0
40	0.202573	2.05162	0.51156	0.179342	0.0233313	1.76884	0
41	0.202573	2.05162	0.51156	0.179342	0.74327	1.76884	0
42	0.202573	2.05162	0.51156	0.179342	1.46321	0.516154	0
43	0.202573	2.05162	0.51156	0.179342	1.46321	1.76884	0
44	0.202573	2.05162	0.51156	1.06987	0.74327	0.516154	0
45	0.202573	2.05162	0.51156	1.06987	0.74327	1.76884	1
46	0.202573	2.05162	0.51156	1.06987	1.46321	1.76884	1
47	0.202573	2.05162	0.51156	1.06987	2.18315	0.516154	0
48	0.202573	2.05162	0.51156	1.9604	0.74327	1.76884	1
49	0.202573	2.05162	0.51156	1.9604	1.46321	0.516154	0
50	0.202573	2.05162	0.51156	1.9604	2.18315	1.76884	1
51	0.202573	2.05162	1.76011	0.179342	1.46321	0.516154	0
52	0.202573	2.05162	1.76011	0.179342	1.46321	1.76884	1
53	0.202573	2.05162	1.76011	0.179342	2.18315	0.516154	0
54	0.202573	2.05162	1.76011	1.06987	0.0233313	1.76884	1
55	0.202573	2.05162	1.76011	1.06987	1.46321	1.76884	0
56	0.202573	2.05162	1.76011	1.06987	2.18315	1.76884	0
57	0.202573	2.05162	1.76011	1.9604	0.74327	0.516154	1
58	1.11415	0.209001	0.51156	0.179342	0.0233313	0.516154	0
59	1.11415	0.209001	0.51156	0.179342	0.74327	1.76884	0
60	1.11415	0.209001	0.51156	0.179342	1.46321	0.516154	0
61	1.11415	0.209001	0.51156	1.06987	0.74327	1.76884	1
62	1.11415	0.209001	0.51156	1.9604	0.0233313	1.76884	0
63	1.11415	0.209001	0.51156	1.9604	0.74327	1.76884	1
64	1.11415	0.209001	0.51156	1.9604	1.46321	1.76884	1
65	1.11415	0.209001	0.51156	1.9604	2.18315	0.516154	0
66	1.11415	0.209001	1.76011	0.179342	0.0233313	0.516154	0
67	1.11415	0.209001	1.76011	0.179342	0.74327	1.76884	1
68	1.11415	0.209001	1.76011	0.179342	2.18315	0.516154	0
69	1.11415	0.209001	1.76011	1.06987	0.74327	0.516154	1
70	1.11415	0.209001	1.76011	1.06987	2.18315	1.76884	0
71	1.11415	0.209001	1.76011	1.9604	0.0233313	0.516154	0
72	1.11415	0.209001	1.76011	1.9604	0.0233313	1.76884	1
73	1.11415	0.209001	1.76011	1.9604	0.74327	1.76884	0
74	1.11415	0.209001	1.76011	1.9604	1.46321	1.76884	0
75	1.11415	0.209001	1.76011	1.9604	2.18315	1.76884	0
76	1.11415	1.13031	0.51156	0.179342	1.46321	0.516154	0
77	1.11415	1.13031	0.51156	0.179342	2.18315	1.76884	1
78	1.11415	1.13031	0.51156	1.06987	0.0233313	0.516154	0
79	1.11415	1.13031	0.51156	1.06987	1.46321	0.516154	1
80	1.11415	1.13031	0.51156	1.9604	1.46321	0.516154	1
81	1.11415	1.13031	0.51156	1.9604	1.46321	1.76884	0
82	1.11415	1.13031	0.51156	1.9604	2.18315	0.516154	1
83	1.11415	1.13031	1.76011	0.179342	0.0233313	0.516154	0
84	1.11415	1.13031	1.76011	0.179342	0.74327	1.76884	0
85	1.11415	1.13031	1.76011	0.179342	1.46321	1.76884	0
86	1.11415	1.13031	1.76011	0.179342	2.18315	0.516154	1
87	1.11415	1.13031	1.76011	0.179342	2.18315	1.76884	0
88	1.11415	1.13031	1.76011	1.06987	0.0233313	0.516154	1
89	1.11415	1.13031	1.76011	1.06987	0.74327	1.76884	0
90	1.11415	1.13031	1.76011	1.06987	1.46321	0.516154	0
91	1.11415	1.13031	1.76011	1.9604	0.0233313	0.516154	1
92	1.11415	1.13031	1.76011	1.9604	0.74327	0.516154	0
93	1.11415	1.13031	1.76011	1.9604	0.74327	1.76884	0
94	1.11415	1.13031	1.76011	1.9604	2.18315	1.76884	0
95	1.11415	2.05162	0.51156	0.179342	0.0233313	0.516154	0
96	1.11415	2.05162	0.51156	0.179342	0.0233313	1.76884	0
97	1.11415	2.05162	0.51156	0.179342	1.46321	1.76884	1
98	1.11415	2.05162	0.51156	1.06987	0.0233313	0.516154	0
99	1.11415	2.05162	0.51156	1.06987	1.46321	0.516154	1
100	1.11415	2.05162	0.51156	1.06987	1.46321	1.76884	0
101	1.11415	2.05162	0.51156	1.06987	2.18315	1.76884	0
102	1.11415	2.05162	0.51156	1.9604	0.0233313	1.76884	1
103	1.11415	2.05162	0.51156	1.9604	0.74327	0.516154	1
104	1.11415	2.05162	0.51156	1.9604	2.18315	0.516154	1
105	1.11415	2.05162	1.76011	0.179342	0.0233313	1.76884	1
106	1.11415	2.05162	1.76011	0.179342	0.74327	0.516154	1
107	1.11415	2.05162	1.76011	0.179342	1.46321	0.516154	1
108	1.11415	2.05162	1.76011	0.179342	2.18315	1.76884	0
109	1.11415	2.05162	1.76011	1.06987	0.0233313	0.516154	1
110	1.11415	2.05162	1.76011	1.06987	0.74327	0.516154	0
111	1.11415	2.05162	1.76011	1.06987	1.46321	1.76884	0
112	1.11415	2.05162	1.76011	1.9604	1.46321	0.516154	0
113	1.11415	2.05162	1.76011	1.9604	1.46321	1.76884	0
114	1.11415	2.05162	1.76011	1.9604	2.18315	1.76884	0
115	2.02573	0.209001	0.51156	0.179342	2.18315	0.516154	0
116	2.02573	0.209001	0.51156	1.06987	0.0233313	1.76884	0
117	2.02573	0.209001	0.51156	1.06987	0.74327	1.76884	1
118	2.02573	0.209001	0.51156	1.06987	1.46321	1.76884	1
119	2.02573	0.209001	0.51156	1.06987	2.18315	0.516154	0
120	2.02573	0.209001	0.51156	1.06987	2.18315	1.76884	1
121	2.02573	0.209001	0.51156	1.9604	0.0233313	0.516154	0
122	2.02573	0.209001	0.51156	1.9604	0.0233313	1.76884	0
123	2.02573	0.209001	0.51156	1.9604	0.74327	1.76884	1
124	2.02573	0.209001	0.51156	1.9604	1.46321	1.76884	1
125	2.02573	0.209001	1.76011	0.179342	0.0233313	0.516154	0
126	2.02573	0.209001	1.76011	0.179342	0.74327	1.76884	1
127	2.02573	0.209001	1.76011	0.179342	1.46321	0.516154	0
128	2.02573	0.209001	1.76011	0.179342	1.46321	1.76884	1
129	2.02573	0.209001	1.76011	0.179342	2.18315	0.516154	0
130	2.02573	0.209001	1.76011	0.179342	2.18315	1.76884	1
131	2.02573	0.209001	1.76011	1.06987	0.74327	0.516154	1
132	2.02573	0.209001	1.76011	1.9604	0.0233313	1.76884	1
133	2.02573	0.209001	1.76011	1.9604	0.74327	0.516154	1
134	2.02573	0.209001	1.76011	1.9604	0.74327	1.76884	0
135	2.02573	0.209001	1.76011	1.9604	2.18315	1.76884	0
136	2.02573	1.13031	0.51156	0.179342	0.0233313	1.76884	0
137	2.02573	1.13031	0.51156	0.179342	0.74327	1.76884	1
138	2.02573	1.13031	0.51156	0.179342	1.46321	0.516154	0
139	2.02573	1.13031	0.51156	0.179342	1.46321	1.76884	1
140	2.02573	1.13031	0.51156	1.06987	0.0233313	1.76884	1
141	2.02573	1.13031	0.51156	1.06987	0.74327	0.516154	1
142	2.02573	1.13031	0.51156	1.9604	0.0233313	0.516154	0
143	2.02573	1.13031	0.51156	1.9604	0.74327	0.516154	1
144	2.02573	1.13031	0.51156	1.9604	1.46321	0.516154	1
145	2.02573	1.13031	0.51156	1.9604	1.46321	1.76884	0
146	2.02573	1.13031	1.76011	0.179342	0.0233313	0.516154	0
147	2.02573	1.13031	1.76011	0.179342	0.74327	1.76884	0
148	2.02573	1.13031	1.76011	0.179342	1.46321	0.516154	1
149	2.02573	1.13031	1.76011	0.179342	1.46321	1.76884	0
150	2.02573	1.13031	1.76011	1.06987	0.0233313	0.516154	1
151	2.02573	1.13031	1.76011	1.06987	0.74327	0.516154	0
152	2.02573	1.13031	1.76011	1.06987	0.74327	1.76884	0
153	2.02573	1.13031	1.76011	1.06987	1.46321	1.76884	0
154	2.02573	1.13031	1.76011	1.9604	0.0233313	0.516154	1
155	2.02573	1.13031	1.76011	1.9604	1.46321	1.76884	0
156	2.02573	1.13031	1.76011	1.9604	2.18315	1.76884	0
157	2.02573	2.05162	0.51156	0.179342	0.0233313	0.516154	0
158	2.02573	2.05162	0.51156	0.179342	0.74327	0.516154	0
159	2.02573	2.05162	0.51156	0.179342	1.46321	0.516154	0
160	2.02573	2.05162	0.51156	0.179342	1.46321	1.76884	1
161	2.02573	2.05162	0.51156	1.06987	1.46321	1.76884	0
162	2.02573	2.05162	1.76011	0.179342	0.0233313	0.516154	0
163	2.02573	2.05162	1.76011	1.06987	0.0233313	0.516154	1
164	2.02573	2.05162	1.76011	1.06987	0.74327	0.516154	0
165	2.02573	2.05162	1.76011	1.06987	1.46321	0.516154	0
166	2.02573	2.05162	1.76011	1.06987	1.46321	1.76884	0
